matrícula	nome	idade	renda	cor	sexo	ano_curso	escola	cod_curso	logradouro	numero	bairro	cidade	uf	cep	motivação
RA55001380	Doni Teves Varanda Fontinha	19	1080.99	1	1	3	1	34	Rua Soneto de Agosto	641	Jardim Santa Lucrécia	São Paulo	SP	05185-430	10
RA55007230	Alsino Charneca Pedro Freiria	21	3512.86	1	1	5	1	88	Rua Caetano do Amaral	274	Vila Cruzeiro	São Paulo	SP	03382-130	3
RA55009144	Divanilton Silva Adarga Freiria	23	4828.74	1	1	2	1	53	Rua Capitão Fidélis	7	Santo Amaro	São Paulo	SP	04744-070	0
RA55000619	Willises Pegado Matoso	19	1095.99	1	1	3	1	6	Rua Soldado Aristides Gouveia	76	Parque Novo Mundo	São Paulo	SP	02188-090	10
RA55003182	Lauriza Franca Marques	19	1528.98	2	2	3	2	52	Rua Major Dantas Cortez	117	Vila Gustavo	São Paulo	SP	02206-001	6
RA55009852	Desire Serpa Natal Bonilha	44	14914.02	2	2	5	2	25	Rua Marechal Xavier da Câmara	200	Jardim das Laranjeiras	São Paulo	SP	02517-190	1
RA55001601	Taliane Osório	19	844.99	1	2	3	1	24	Rua Acuruí	534	Vila Formosa	São Paulo	SP	03355-000	9
RA55005964	Miguel Torres Almeida Mainha	20	1510.43	1	1	4	2	64	Rua Major Freire	202	Vila Monte Alegre	São Paulo	SP	04304-110	8
RA55001616	Arival Câmara	19	879.99	1	1	3	1	77	Rua Aracy de Almeida	997	Jardim Indaiá	São Paulo	SP	08143-010	10
RA55005921	Laudeci Quintal Muxagata	20	1501.43	1	2	4	2	9	Rua São João	847	Jardim Nova Conquista	São Paulo	SP	08346-405	7
RA55009592	Kelen Chagas Goulão	26	9809.02	1	2	4	2	20	Rua Marechal Malet	251	Parque da Vila Prudente	São Paulo	SP	03140-020	1
RA55003892	Jogiana Varejão Félix	20	1489.43	1	2	4	2	43	Praça Elfos	452	Jardim Marajoara	São Paulo	SP	04664-090	8
RA55002084	Glause Rosmaninho	19	1036.99	1	2	3	1	5	Rua Três de Maio	864	Vila Clementino	São Paulo	SP	04044-020	9
RA55004575	Ailton Guerra Prates Álvaro	20	2131.42	1	1	4	2	44	Rua José de Almeida	979	Vila Medeiros	São Paulo	SP	02204-001	6
RA55005595	Lina Gonçalves Monforte	20	2395.42	1	2	4	2	74	Rua Major Ari Gomes	118	Vila Mazzei	São Paulo	SP	02309-050	7
RA55005122	Giordani Lages	20	2398.42	1	1	4	2	41	Rua Nossa Senhora Aparecida	375	Jardim Francisco Mendes	São Paulo	SP	02366-110	8
RA55004588	Ederson Pedroso Ribeiro	20	1633.43	2	1	4	2	23	Rua Major Gomes Ribeiro	743	Vila Santa Teresa (Zona Leste)	São Paulo	SP	03565-020	8
RA55004903	Lindemberg Sabala	20	2184.42	1	1	4	2	37	Rua Sargento-Mor Carvalho	794	Cidade Ademar	São Paulo	SP	04405-080	8
RA55008253	Madjer Valadares	22	3243.31	1	2	5	2	48	Vila São João	348	Cidade São Mateus	São Paulo	SP	03961-130	3
RA55005917	Isvania Boga Severo Baldaia	20	2018.43	1	2	4	2	92	Avenida Nove de Julho	947	Jardim Paulista	São Paulo	SP	01406-100	6
RA55005130	Virlania Esparteiro Lagos França	20	1602.43	1	2	4	2	14	Praça Aramã	946	Jardim Nordeste	São Paulo	SP	03691-160	7
RA55008335	Miria Leiria Pedro Mendonça	23	3407.75	1	2	5	1	79	Rua Rosa de Nossa Senhora	913	Vila Reis	São Paulo	SP	08040-400	2
RA55001919	Adilena Rodrigues Jesus	19	1165.99	1	2	3	1	33	Rua C	501	Jardim Santa Cruz (Sacomã)	São Paulo	SP	04182-135	10
RA55008331	Irina Mourão	24	2797.21	1	2	4	2	14	Rua André de Almeida	565	Jardim Cinco de Julho	São Paulo	SP	03953-085	3
RA55005708	Walcir Curvelo Fonseca	20	1451.43	1	1	4	2	27	Rua 5 de Outubro	841	Chácara Gaivotas	São Paulo	SP	04849-309	8
RA55005385	Jucieldo Lobo Grilo	20	2356.42	1	1	4	1	72	Praça Yedo	133	Vila Maria Alta	São Paulo	SP	02134-050	7
RA55006337	Weruska Custódio Santos	20	1751.43	1	2	4	1	82	Rua Marechal Barbacena	416	Vila Regente Feijó	São Paulo	SP	03333-000	5
RA55002055	Coroline Mexia Cabeça De Vaca	19	977.99	1	2	3	1	92	Rua Marconi	293	Centro	São Paulo	SP	01047-906	10
RA55007613	Keliane Prudente	21	2555.87	1	2	5	2	105	Rua Vinte e Oito de Setembro	136	Vila Dom Pedro I	São Paulo	SP	04267-000	3
RA55009210	Marenildes Tomé	24	5347.18	1	2	3	2	14	Avenida Marechal Juarez Távora	301	Super Quadra Morumbi	São Paulo	SP	05750-000	0
RA55003964	Elzimeire Lago Galvão Chagas	20	2083.42	1	2	4	2	5	Praça Oito de Setembro	186	Penha de França	São Paulo	SP	03606-030	7
RA55001127	Marlowa Durães Castanheda	19	1089.99	1	2	3	1	61	Rua Benedita Barbosa	729	Vila Barbosa	São Paulo	SP	02556-100	9
RA55003429	Aleteia Lisboa Bragança	19	2299.98	1	2	3	1	41	Rua Capitão João Noronha	747	Parque Mandaqui	São Paulo	SP	02418-050	6
RA55004602	Vilceu Vinhas	20	1857.43	1	1	4	2	81	Rua Flor de Abril	918	Jardim Peri	São Paulo	SP	02651-140	8
RA55003722	Samanda Curado Garrau	20	2293.42	1	2	4	1	24	Rua São João	323	Vila Pereira Barreto	São Paulo	SP	02920-050	6
RA55002390	Acebias Toledo Carvalhoso Pinheiro	19	944.99	1	1	3	1	90	Rua Vandoma	793	Parque Cocaia	São Paulo	SP	04850-170	10
RA55001323	Diordan Lemes	19	768.99	1	1	3	1	9	Rua Dom Lino	945	Luz	São Paulo	SP	01103-070	9
RA55001604	Daisy Cisneiros	19	859.99	1	2	3	1	25	Rua Sete de Abril	277	Parque Primavera	São Paulo	SP	04467-285	10
RA55007225	Antenora Carqueijeiro	21	3105.86	1	2	5	2	52	Rua Quinze de Novembro	803	Cantinho do Céu	São Paulo	SP	04849-527	3
RA55007426	Eduarde Poças Estrada Corte-Real	21	3659.85	1	1	5	2	52	Rua C	501	Jardim Santa Cruz (Sacomã)	São Paulo	SP	04182-135	3
RA55004337	Iramira Maciel	20	2413.42	1	2	4	2	17	Rua Ernani Pinto	803	Vila Maria Alta	São Paulo	SP	02128-020	6
RA55005594	Betiele Mortágua	20	1729.43	1	2	4	2	99	Rua Vinte de Março	315	Jardim Felicidade (Zona Norte)	São Paulo	SP	02326-115	6
RA55004412	Arnilson Vieira Saltão	20	1371.43	1	1	4	2	111	Rua N	349	Jardim Brasília (Zona Norte)	São Paulo	SP	02857-065	8
RA55005859	Natali Escobar Dias Brochado	20	2351.42	1	2	4	2	51	Rua João Anes	464	Alto da Lapa	São Paulo	SP	05060-020	6
RA55009344	Celidio Neres Proença	23	4331.74	1	1	4	2	49	Rua Sargento-Mor Carvalho	794	Cidade Ademar	São Paulo	SP	04405-080	1
RA55003992	Roan Pimentel	20	2315.42	1	1	4	2	102	Rua São Pedro	208	Recanto Verde do Sol	São Paulo	SP	08382-110	7
RA55006080	Janekele Cardim Vieira	20	1838.43	1	2	4	1	68	Rua 23 de Novembro	929	Vila Progresso (Zona Leste)	São Paulo	SP	08240-001	4
RA55001560	Sidinei Eanes Guedelha	19	780.99	1	1	3	1	94	Rua Marechal Silva Fonseca	104	Jardim Três Marias	São Paulo	SP	03676-030	10
RA55004683	Elineuza Aguiar Belmonte	20	2037.43	1	2	4	2	54	Rua Major Dantas Cortez	683	Vila Gustavo	São Paulo	SP	02206-001	8
RA55007558	Malco Chagas Raposo	21	2900.86	1	1	5	2	14	Rua Piruini	530	Jardim Jaú (Zona Leste)	São Paulo	SP	03710-110	2
RA55003773	Braian Guilheiro	20	1451.43	1	1	4	1	15	Rua Vinte e Oito de Setembro	136	Vila Dom Pedro I	São Paulo	SP	04267-000	7
RA55008780	Edurdo Lustosa Infante	24	4319.19	1	1	5	2	96	Praça Félix	787	Vila Sílvia	São Paulo	SP	03820-210	2
RA55003458	Berenice Benevides	19	1552.98	2	2	3	2	108	Rua Pedro Barbosa	194	Jardim Marília	São Paulo	SP	03579-130	7
RA55008384	Shellen Rangel Outeiro	25	3412.65	2	2	1	2	98	Rua Marco Martini	861	Jardim Dona Deolinda	São Paulo	SP	08032-580	3
RA55001355	Gicela Inácio Carqueijeiro	19	772.99	1	2	3	1	19	Rua Bonifácio Ruiz	306	Conjunto Promorar São Luis	São Paulo	SP	05846-200	10
RA55000046	Djalmo Bonilha	19	280.0	1	1	3	1	21	Rua Manuel Pinto	97	Jardim Eliza	São Paulo	SP	05776-460	9
RA55009873	Eshilley Borja Parafita Pacheco	41	13434.69	1	2	4	2	75	Rua Nossa Senhora Aparecida	604	Jardim Felicidade (Zona Norte)	São Paulo	SP	02326-105	0
RA55000749	Deucimar Gomide	19	996.99	2	1	3	1	49	Avenida Dezenove de Janeiro	320	Vila Carrão	São Paulo	SP	03449-000	9
RA55007918	Izanete Moita	21	3413.86	1	2	5	2	91	Praça Elfos	92	Jardim Marajoara	São Paulo	SP	04664-090	3
RA55004242	Atilio Vergueiro	20	1951.43	1	1	4	2	84	Rua Dom João VI	942	Jardim Luzitânia	São Paulo	SP	04032-100	8
RA55005629	Julimar Torreiro Lemes	20	1411.43	1	1	4	2	68	Rua Marcos Liberi	843	Conjunto Residencial José Bonifácio	São Paulo	SP	08253-270	8
RA55004658	Lenida Temes Esparteiro Damasceno	20	2396.42	1	2	4	1	74	Rua São João	847	Jardim Nova Conquista	São Paulo	SP	08346-405	7
RA55004239	Virceu Monsanto Catela	20	2010.43	1	1	4	2	40	Rua Pedro Roget	841	Jardim Vivan	São Paulo	SP	02993-160	6
RA55003461	Zilda Matos Caeira	19	1438.98	1	2	3	1	32	Rua Major Walter Carlson	532	Jardim Arpoador	São Paulo	SP	05565-210	6
RA55007382	Gianfranco Lalanda	21	3253.86	1	1	5	2	93	Rua Albina Barbosa	289	Aclimação	São Paulo	SP	01530-020	2
RA55005550	Sanzio Meireles Penteado	20	1507.43	1	1	4	2	32	Rua Curruíra	550	Vila Aurora	São Paulo	SP	05186-200	6
RA55007076	Ilgo Varejão Capucho Lousado	21	3183.86	1	1	5	1	85	Rua Capitão Luís Ramos	871	Vila Guilherme	São Paulo	SP	02066-010	2
RA55005839	Gerli Mafra Fagundes Martins	20	1652.43	1	1	4	1	51	Rua Marconi	293	Centro	São Paulo	SP	01047-906	7
RA55008092	Edwirgens Bessa Rebouças Nogueira	25	2463.66	1	2	4	1	94	Rua 5 de Outubro	522	Chácara Gaivotas	São Paulo	SP	04849-309	3
RA55005475	Libindo Domingos Vale Sítima	20	2391.42	1	1	4	2	46	Praça M'Boi	654	Butantã	São Paulo	SP	05511-030	8
RA55003615	Railso Saraiva	20	1315.43	1	1	4	2	31	Vila São João	348	Cidade São Mateus	São Paulo	SP	03961-130	6
RA55007502	Monalliza Santana Lameira Imperial	21	3251.86	2	2	5	2	47	Rua Marechal Barbacena	416	Vila Regente Feijó	São Paulo	SP	03333-000	3
RA55007054	Altineu Portela Fraga Silva	21	3601.86	2	1	5	2	30	Viela Treze de Abril	495	Jardim Nazareth	São Paulo	SP	08150-750	3
RA55007368	Leodoro Bensaúde	21	3299.86	2	1	5	1	46	Rua Vale Maior	533	Jardim Miriam	São Paulo	SP	04417-040	3
RA55008020	Tatiane Jesus Frota	21	3191.86	2	2	5	2	3	Avenida Marechal Tito	320	São Miguel Paulista	São Paulo	SP	08011-959	2
RA55009639	Crisele Redondo	46	7086.0	1	2	5	2	32	Rua Treze de Maio	471	Jardim Campo Limpo (Zona Norte)	São Paulo	SP	02362-075	1
RA55009056	Joanisio Araújo Castro Araújo	24	4701.19	1	1	2	1	40	Rua Baltazar Barbosa	836	Parque São Rafael	São Paulo	SP	08320-500	0
RA55000665	Jucelio Mariz Castelhano	19	625.99	1	1	3	1	78	Rua Acuruí	534	Vila Formosa	São Paulo	SP	03355-000	10
RA55002320	Miracelia Flores Letras	19	869.99	1	2	3	1	49	Rua Sargento Agostinho Ferreira	927	Vila Maria	São Paulo	SP	02129-001	9
RA55003543	Eshiley Vilanova Veríssimo Muniz	19	1437.98	1	2	3	1	51	Rua Treze de Maio	349	Bela Vista	São Paulo	SP	01327-905	8
RA55003678	Naiani Camilo Orriça Figueiroa	20	1268.43	1	2	4	2	32	Rua Orestes Barbosa	329	Jardim Palmares (Zona Sul)	São Paulo	SP	04457-000	6
RA55009600	Yasmina Assunção	44	11334.06	1	2	2	1	16	Rua Ruiva	987	Brasilândia	São Paulo	SP	02844-110	1
RA55003092	Jossinete Salazar	19	1796.98	1	2	3	2	72	Rua Caetano Pinto	235	Brás	São Paulo	SP	03041-000	8
RA55000676	Jacsandro Custódio Barrela Madureira	19	861.99	1	1	3	1	11	Praça Oito de Setembro	186	Penha de França	São Paulo	SP	03606-030	9
RA55008677	Baby Mamouros Quental Osório	23	3763.75	1	2	4	1	58	Rua Almeida Campos	300	Vila Paulicéia	São Paulo	SP	02302-010	3
RA55004885	Teca Sítima Mieiro Caneira	20	1565.43	1	2	4	1	79	Rua Capitão José Leite	759	Vila Matilde	São Paulo	SP	03510-010	8
RA55008080	Edicelio Cipriano	25	2994.65	1	1	2	2	33	Rua Pedro Feres	608	Água Branca	São Paulo	SP	05042-030	3
RA55001963	Martieli Feitosa Vale Abasto	19	993.99	1	2	3	1	9	Rua Sete de Junho	453	União de Vila Nova	São Paulo	SP	08072-075	10
RA55001841	Ansila Manso Guedelha	19	998.99	1	2	3	1	22	Rua Treze de Agosto	878	Vila União (Zona Leste)	São Paulo	SP	03920-070	9
RA55007169	Rilza Robalo Medeiros	21	3226.86	1	2	5	1	96	Rua Major Marcelino	634	Brás	São Paulo	SP	03025-020	3
RA55009899	Gleide Guilheiro	30	23102.67	1	2	5	2	33	Rua Marechal Mello Ararigbóia	289	Vila Francos	São Paulo	SP	02880-060	0
RA55003539	Emilin Faleiro	19	1250.99	1	2	3	2	74	Rua Rio de Janeiro	805	Parque Recreio	São Paulo	SP	04891-230	6
RA55008027	Elielson Quintela Arruda	21	3302.86	2	1	5	2	17	Rua João Volpe	329	Vila Constança	São Paulo	SP	02256-110	3
RA55004867	Andreise Bicalho Temes	20	1989.43	1	2	4	1	31	Rua Capitão Salomão	840	Centro	São Paulo	SP	01034-020	8
RA55004175	Taini Vilanova Sabala Sanches	20	1506.43	1	2	4	1	93	Rua H	161	Jardim Mar Lune	São Paulo	SP	04874-120	8
RA55008089	Eli Lago	23	2459.76	2	2	1	1	54	Praça M'Boi	654	Butantã	São Paulo	SP	05511-030	3
RA55004378	Heriqueta Zagalo	20	1749.43	1	2	4	1	13	Rua Treze de Agosto	881	Vila União (Zona Leste)	São Paulo	SP	03920-070	8
RA55006212	Maciel Almada Pedroso	20	1675.43	1	1	4	2	46	Rua Capitão José Leite	759	Vila Matilde	São Paulo	SP	03510-010	4
RA55004767	Marlies Esteves	20	1520.43	1	2	4	1	78	Rua Rio Maruí	679	Itaquera	São Paulo	SP	08215-640	6
RA55000412	Willamara Vaz Sá Outeiro	19	796.99	1	2	3	1	25	Rua Capitão Salomão	840	Centro	São Paulo	SP	01034-020	10
RA55000614	Mechele Ferreira Castilhos Saldanha	19	1146.99	1	2	3	1	85	Rua Quinze de Novembro	223	Centro	São Paulo	SP	01013-910	10
RA55006127	Julita Mieiro	20	1852.43	1	2	4	1	54	Rua Caetano Mero	60	Vila Constança	São Paulo	SP	04658-080	5
RA55005211	Lalessa Aranha	20	1868.43	1	2	4	2	7	Rua São João	767	Residencial Sol Nascente	São Paulo	SP	05283-030	7
RA55001431	Rosira Rabelo	19	1150.99	1	2	3	1	71	Rua Dom Valentim	536	Jardim Colombo	São Paulo	SP	05629-040	10
RA55002426	Estrelita Canhão	19	871.99	1	2	3	1	23	Rua Xavier de Almeida	504	Ipiranga	São Paulo	SP	04211-001	10
RA55008842	Raiure Bouça	23	4306.74	1	1	5	2	28	Rua São Judas	868	Condomínio Jequirituba	São Paulo	SP	04851-604	2
RA55003834	Suerlane Caçoilo	20	1239.43	1	2	4	1	23	Rua 23 de Novembro	929	Vila Progresso (Zona Leste)	São Paulo	SP	08240-001	8
RA55004719	Silerio Parreir Mendonça	20	1345.43	1	1	4	1	71	Rua Monsenhor Anacleto	13	Brás	São Paulo	SP	03003-020	6
RA55007186	Spartaco Frota Faleiro	21	2479.87	1	1	5	2	30	Rua José de Almeida	979	Vila Medeiros	São Paulo	SP	02204-001	2
RA55001418	Aldiva Azambuja	19	750.99	2	1	3	1	29	Rua Duque de Palmela	626	Vila Praia	São Paulo	SP	05750-200	9
RA55007200	Safira Anes Foquiço	21	2743.86	1	2	5	2	81	Rua Major Marcelino	634	Brás	São Paulo	SP	03025-020	3
RA55000605	Akiko Graça	19	1009.99	1	2	3	1	31	Rua C	501	Jardim Santa Cruz (Sacomã)	São Paulo	SP	04182-135	10
RA55001273	Atalirio Porto Barrocas Quintana	19	703.99	1	1	3	1	64	Rua Capitão Salomão	840	Centro	São Paulo	SP	01034-020	9
RA55003965	Andrielly Orriça	20	1911.43	1	2	4	1	21	Rua Curruíra	550	Vila Aurora	São Paulo	SP	05186-200	6
RA55006368	Maianara Aragão Valgueiro Montenegro	20	1331.43	1	2	4	2	86	Rua Nossa Senhora da Luz	782	Vila Gustavo	São Paulo	SP	02250-210	5
RA55008747	Soane Doutel Quintanilha	25	3719.64	1	2	4	1	58	Praça Félix	787	Vila Sílvia	São Paulo	SP	03820-210	2
RA55000248	Sicleide Lima Negromonte	19	247.0	2	2	3	1	68	Praça da Sé	53	Sé	São Paulo	SP	01001-901	10
RA55009227	Wilhans Pêcego Zambujal Gago	25	5849.62	1	1	3	2	99	Praça Alves Barbosa	878	Vila Bonilha	São Paulo	SP	02935-140	0
RA55001983	Rosian Miguéis	19	741.99	1	2	3	1	109	Rua Major Dantas Cortez	117	Vila Gustavo	São Paulo	SP	02206-001	10
RA55002836	Gersonildo Quintanilha Talhão Bandeira	19	2245.98	2	1	3	1	6	Rua Sargento Olício Alves	48	Vila Campo Grande	São Paulo	SP	04455-180	9
RA55005376	Roseline Osório Vargas Brum	20	1452.43	1	2	4	2	68	Praça Gute	947	Vila Mariana	São Paulo	SP	04118-110	6
RA55000200	Jaine Quaresma Negreiros Cidreira	19	114.0	1	2	3	1	98	Avenida Nove de Julho	282	Jardim Paulista	São Paulo	SP	01407-902	9
RA55000486	Jurailson Granjeiro Zagalo Prates	19	645.99	1	1	3	1	71	Rua 23 de Novembro	929	Vila Progresso (Zona Leste)	São Paulo	SP	08240-001	10
RA55006084	Laise Cirne Pádua	20	1881.43	1	2	4	2	40	Avenida Nove de Julho	506	Jardim Paulista	São Paulo	SP	01406-901	4
RA55008957	Adson Canejo Poças Medeiros	23	5021.73	1	1	4	2	71	Rua Caetano Augusto	468	Mooca	São Paulo	SP	03190-070	3
RA55000456	Melini Quintão Gomide	19	878.99	1	2	3	1	90	Rua Pedro Meira	678	Vila Curuçá	São Paulo	SP	08030-500	10
RA55009799	Eliraldo Barreira	30	11031.25	1	1	5	2	24	Rua São João	461	Cidade de Deus	São Paulo	SP	08081-655	0
RA55008827	Maria Valido	25	4636.63	1	2	3	2	19	Rua Vinte e Dois de Abril	329	Lajeado	São Paulo	SP	08450-420	2
RA55006516	Orzelia Pádua Café	21	2395.87	1	2	5	1	21	Rua Antônio Maio	892	Jardim Previdência	São Paulo	SP	04163-020	4
RA55001722	Joa Valgueiro	19	1211.99	1	1	3	1	47	Rua Marechal Malet	170	Parque da Vila Prudente	São Paulo	SP	03140-020	9
RA55007051	Auzenir Frois	21	2461.87	2	2	5	2	3	Rua Carapuruí	62	Alto da Lapa	São Paulo	SP	05059-050	3
RA55006383	Nelma Boto Frade Salgueiro	20	2282.42	1	2	4	1	40	Viela Treze de Abril	495	Jardim Nazareth	São Paulo	SP	08150-750	4
RA55008166	Maristone Atilano	24	3035.2	1	1	2	1	77	Rua Vinte e Dois de Fevereiro	763	Vila Ré	São Paulo	SP	03668-060	3
RA55005768	Giovana Penteado	20	1289.43	1	2	4	2	17	Rua Dirceu de Almeida	46	Parque São Domingos	São Paulo	SP	05126-110	7
RA55005810	Ubaneide Frazão Gomide	20	2344.42	1	2	4	2	1	Rua N	349	Jardim Brasília (Zona Norte)	São Paulo	SP	02857-065	7
RA55004627	Josimelia Matoso	20	1303.43	1	2	4	2	23	Rua Marcos Freire	439	Jardim Nova Conquista	São Paulo	SP	08346-580	8
RA55000863	Irece Torreiro Dourado	19	1048.99	1	2	3	1	91	Rua Capitão José Leite	759	Vila Matilde	São Paulo	SP	03510-010	9
RA55002095	Ruberto Anlicoara	19	1053.99	1	1	3	1	38	Rua Marechal Xavier da Câmara	200	Jardim das Laranjeiras	São Paulo	SP	02517-190	9
RA55000948	Atie Lins	19	1046.99	1	1	3	1	112	Rua Quatro de Agosto	14	Saúde	São Paulo	SP	04053-060	9
RA55005642	Veralice Melo Vilalobos Brásio	20	1813.43	1	2	4	2	110	Praça M'Boi	654	Butantã	São Paulo	SP	05511-030	7
RA55001445	Cleildo Vilhena	19	909.99	1	1	3	1	108	Rua Soneto de Agosto	641	Jardim Santa Lucrécia	São Paulo	SP	05185-430	9
RA55001281	Ermelindo Carvalho Júdice	19	1006.99	1	1	3	1	52	Rua Marechal Mello Ararigbóia	289	Vila Francos	São Paulo	SP	02880-060	10
RA55003111	Raiandson Granja Matos	19	2361.97	1	1	3	2	70	Avenida Duquesa de Goiás	792	Real Parque	São Paulo	SP	05686-900	7
RA55008953	Juciane Brandão Camelo	22	5679.28	1	2	3	2	26	Praça Capri	849	Jardim Leonor Mendes de Barros	São Paulo	SP	02347-040	3
RA55007610	Vertuosa Valadim	21	2926.86	1	2	5	2	21	Rua Dom Rosalvo	343	Sumarezinho	São Paulo	SP	05442-903	3
RA55005136	Somalia Avelar	20	1778.43	1	2	4	2	6	Rua Vinte e Quatro de Dezembro	633	Vila Dom Pedro II	São Paulo	SP	02241-050	6
RA55003017	Laurian Roriz	19	1881.98	1	1	3	2	30	Rua Dom Valentim	536	Jardim Colombo	São Paulo	SP	05629-040	6
RA55002303	Silverio Paula Lessa Paixão	19	711.99	1	1	3	1	93	Rua Vinte e Oito de Setembro	459	Vila Dom Pedro I	São Paulo	SP	04267-000	10
RA55002005	Kami Sacramento	19	1097.99	1	2	3	1	16	Rua Três de Maio	943	Vila Clementino	São Paulo	SP	04044-020	9
RA55004581	Dejanir Curado	20	1566.43	1	2	4	1	38	Rua Monsenhor Anacleto	467	Brás	São Paulo	SP	03003-020	6
RA55008705	Graciela Mangueira	24	4067.19	1	2	2	2	27	Rua Quatro de Agosto	14	Saúde	São Paulo	SP	04053-060	3
RA55001006	Elcio Gusmão Carmo	19	789.99	2	1	3	1	89	Rua Treze de Agosto	878	Vila União (Zona Leste)	São Paulo	SP	03920-070	10
RA55005139	Ismara Rosário Angelim	20	1614.43	1	2	4	2	12	Rua Dezenove de Julho	875	Jardim São José (Zona Norte)	São Paulo	SP	02971-040	6
RA55004318	Kauane Pequeno	20	1764.43	1	2	4	2	42	Rua Marechal Xavier da Câmara	200	Jardim das Laranjeiras	São Paulo	SP	02517-190	6
RA55006559	Oraida Seabra Lagos	21	1292.88	1	2	5	2	12	Rua Ernani Pinto	803	Vila Maria Alta	São Paulo	SP	02128-020	4
RA55004388	Sebastana Fraga Ninharelhos	20	1677.43	2	2	4	1	95	Rua Caetano Mero	60	Vila Constança	São Paulo	SP	04658-080	8
RA55002133	Alciele Figueiró Quaresma	19	924.99	1	1	3	1	8	Rua Duque da Terceira	930	Jardim Maristela	São Paulo	SP	02807-030	9
RA55004266	Valternei Carneiro Bonito	20	2027.43	1	1	4	2	95	Rua Pedro Voss	58	Vila Carrão	São Paulo	SP	03437-000	8
RA55002058	Wilami Viegas Bessa	19	731.99	2	1	3	1	105	Praça Yedo	133	Vila Maria Alta	São Paulo	SP	02134-050	10
RA55005387	Josamir Aleixo Azeredo	20	1619.43	1	1	4	1	13	Praça da Sé	871	Sé	São Paulo	SP	01001-901	7
RA55000230	Dinei Severo Soverosa Tinoco	19	278.0	2	2	3	1	110	Rua Aracy de Almeida	997	Jardim Indaiá	São Paulo	SP	08143-010	9
RA55002890	Elianderson Batata	19	2382.97	1	1	3	2	5	Rua Doze de Outubro	869	Lapa	São Paulo	SP	05073-900	9
RA55004473	Ebraim Baião Torquato Picão	20	1429.43	1	1	4	2	63	Avenida Moaci	614	Planalto Paulista	São Paulo	SP	04083-900	8
RA55006065	Elenido Esteves Godinho Jardim	20	1322.43	1	1	4	2	83	Rua Quinze de Novembro	223	Centro	São Paulo	SP	01013-910	5
RA55007925	Nilde Amorim	21	2947.86	1	2	5	2	96	Rua Pedro Ruimonte	739	Jardim Heloisa	São Paulo	SP	05781-300	3
RA55007650	Seliomar Brites	21	2966.86	1	1	5	1	55	Rua São Marcos	547	Chácara Gaivotas	São Paulo	SP	04849-314	3
RA55008382	Jaina Bettencourt Regueira Lisboa	25	2780.65	1	2	2	1	35	Rua Almeida Campos	300	Vila Paulicéia	São Paulo	SP	02302-010	2
RA55000210	Charleandro Peseiro	19	345.0	1	1	3	1	70	Rua Sargento Paulo Moreira	688	Conjunto Habitacional Marechal Mascarenhas de Morais	São Paulo	SP	03977-160	10
RA55002759	Osnilda Sarmento Poças	19	1582.98	1	2	3	2	42	Avenida Marechal Juarez Távora	301	Super Quadra Morumbi	São Paulo	SP	05750-000	10
RA55008472	Latif Aveiro	22	3154.31	1	2	3	2	86	Praça Gute	947	Vila Mariana	São Paulo	SP	04118-110	3
RA55002949	Kaline Mariz Saldanha Garcez	19	2000.98	1	2	3	1	108	Rua Major João Nunes	800	Jardim São Paulo(Zona Norte)	São Paulo	SP	02046-070	9
RA55007117	Ednan Lessa Castanho Amoedo	21	3418.86	1	1	5	1	15	Rua São Pedro	138	Jardim Raposo Tavares	São Paulo	SP	05551-080	2
RA55006331	Marlen Cantanhede Meneses Pereira	20	2257.42	1	2	4	2	82	Travessa Sete de Setembro	449	Recanto dos Humildes	São Paulo	SP	05209-550	5
RA55001729	Ieza Gil	19	1109.99	1	2	3	1	43	Rua A	762	Jardim Santa Cruz (Sacomã)	São Paulo	SP	04182-125	10
RA55004177	Mozarina Reis Pimenta	20	1303.43	1	2	4	2	2	Rua Duque da Terceira	930	Jardim Maristela	São Paulo	SP	02807-030	7
RA55000338	Dorotea Sousa	19	165.0	1	2	3	1	10	Rua São Vito	399	Brás	São Paulo	SP	03007-030	10
RA55004985	Laure Castro Regueira	20	1345.43	1	2	4	2	91	Rua Treze de Maio	349	Bela Vista	São Paulo	SP	01327-905	6
RA55006879	Frederson Salvado	21	2190.87	1	1	5	1	41	Rua Vinte e Dois de Fevereiro	763	Vila Ré	São Paulo	SP	03668-060	4
RA55007249	Andrezza Bingre	21	2726.86	1	2	5	2	49	Avenida Nove de Julho	506	Jardim Paulista	São Paulo	SP	01406-901	3
RA55008453	Ross Barreiros Alvelos Matoso	24	2696.21	1	1	4	1	101	Rua Major Almeida Queiroz	127	Instituto de Previdência	São Paulo	SP	05531-020	2
RA55001227	Adenicio Sabrosa Protásio Toste	19	800.99	1	1	3	1	84	Rua Marconi	820	Centro	São Paulo	SP	01047-905	9
RA55007609	Wilien Adarga Freire	21	3523.86	2	1	5	1	32	Rua Antônio Maio	892	Jardim Previdência	São Paulo	SP	04163-020	2
RA55006828	Elane Farinha	21	1926.87	2	2	5	2	5	Rua Rosa de Nossa Senhora	913	Vila Reis	São Paulo	SP	08040-400	5
RA55003541	Lino Vasconcelos Diegues	19	2252.98	1	1	3	2	37	Rua Trio Arquiduque	434	Jardim São Bernardo	São Paulo	SP	04844-520	8
